vid,rank,views,likes,dislikes,time
2019-01-20 00:50:37.546400,185557,C62,7647,0,59
2019-01-20 00:50:38.114233,245273,C61,9836,0,142
2019-01-20 00:50:38.796002,229712,C60,8967,0,128
2019-01-20 00:50:39.556071,476846,F13,18622,0,349
2019-01-20 00:50:40.222384,218000,C59,6952,0,401
2019-01-20 00:50:40.867311,172540,C58,5911,0,136
2019-01-20 00:50:41.494581,167217,C57,5299,0,33
2019-01-20 00:50:42.053317,182500,C56,6695,0,28
2019-01-20 00:50:42.677872,162970,C55,5426,0,31
2019-01-20 00:50:43.408676,167548,C54,6063,0,84
0,2019-01-20 00:55:31.483754,108839,C65,7463,53
0,2019-01-20 00:55:32.130288,300036,C64,11092,34
0,2019-01-20 00:55:32.745872,584037,F14,24701,534
0,2019-01-20 00:55:33.412593,210661,C63,7619,111
0,2019-01-20 00:55:34.062699,185557,C62,7647,59
0,2019-01-20 00:55:34.799651,245273,C61,9836,142
0,2019-01-20 00:55:35.522657,229712,C60,8967,128
0,2019-01-20 00:55:36.228376,476846,F13,18622,349
0,2019-01-20 00:55:36.928928,218000,C59,6952,401
0,2019-01-20 00:55:37.647795,172540,C58,5911,136
0,2019-01-20 00:55:38.461420,167217,C57,5299,33
0,2019-01-20 00:55:39.041516,182500,C56,6695,28
0,2019-01-20 00:55:39.665550,162970,C55,5426,31
0,2019-01-20 00:55:40.284010,167548,C54,6063,84
C65,111251,53,0,7476,2019-01-20 01:00:34.438404
C64,300159,34,0,11093,2019-01-20 01:00:35.078664
F14,584037,534,0,24701,2019-01-20 01:00:35.787896
C63,210661,111,0,7619,2019-01-20 01:00:36.428230
C62,185557,59,0,7647,2019-01-20 01:00:37.206562
C61,245273,142,0,9836,2019-01-20 01:00:37.807489
C60,229712,128,0,8967,2019-01-20 01:00:38.434065
F13,476846,349,0,18622,2019-01-20 01:00:39.055350
C59,218000,401,0,6952,2019-01-20 01:00:39.681539
C58,172540,136,0,5911,2019-01-20 01:00:40.366239
C57,167217,33,0,5299,2019-01-20 01:00:40.977282
C56,182500,28,0,6695,2019-01-20 01:00:41.648078
C55,162970,31,0,5426,2019-01-20 01:00:42.312963
C54,167548,84,0,6063,2019-01-20 01:00:42.951138
C65,7488,0,53,111251,2019-01-20 01:05:34.769194
C64,11093,0,34,300159,2019-01-20 01:05:35.402934
F14,24701,0,534,584037,2019-01-20 01:05:36.100866
C63,7619,0,111,210661,2019-01-20 01:05:36.829126
C62,7647,0,59,185557,2019-01-20 01:05:37.762297
C61,9836,0,142,245273,2019-01-20 01:05:38.560898
C60,8967,0,128,229712,2019-01-20 01:05:39.259484
F13,18622,0,349,476846,2019-01-20 01:05:40.038748
C59,6952,0,401,218000,2019-01-20 01:05:40.739010
C58,5911,0,136,172540,2019-01-20 01:05:41.401782
C57,5299,0,33,167217,2019-01-20 01:05:42.030365
C56,6695,0,28,182500,2019-01-20 01:05:42.708961
C55,5426,0,31,162970,2019-01-20 01:05:43.440421
C54,6063,0,84,167548,2019-01-20 01:05:44.096991
2019-01-20 01:10:32.421813,C65,53,0,111251,7498
2019-01-20 01:10:33.065748,C64,34,0,300159,11093
2019-01-20 01:10:33.780145,F14,534,0,584579,24702
2019-01-20 01:10:34.480806,C63,111,0,210661,7619
2019-01-20 01:10:35.192531,C62,59,0,185557,7647
2019-01-20 01:10:35.765289,C61,142,0,245273,9836
2019-01-20 01:10:36.406553,C60,128,0,229712,8967
2019-01-20 01:10:37.044365,F13,349,0,476846,18622
2019-01-20 01:10:37.767736,C59,401,0,218000,6952
2019-01-20 01:10:38.374249,C58,136,0,172540,5911
2019-01-20 01:10:38.948475,C57,33,0,167217,5299
2019-01-20 01:10:39.621329,C56,28,0,182500,6695
2019-01-20 01:10:40.228242,C55,31,0,162970,5426
2019-01-20 01:10:40.815229,C54,84,0,167548,6063
53,7509,0,111260,C65,2019-01-20 01:15:31.159107
34,11094,0,300162,C64,2019-01-20 01:15:31.813046
534,24702,0,584579,F14,2019-01-20 01:15:32.543365
111,7619,0,210661,C63,2019-01-20 01:15:33.149576
59,7647,0,185557,C62,2019-01-20 01:15:33.821067
142,9836,0,245273,C61,2019-01-20 01:15:34.489016
128,8967,0,229712,C60,2019-01-20 01:15:35.225084
349,18622,0,476846,F13,2019-01-20 01:15:35.900324
401,6952,0,218000,C59,2019-01-20 01:15:36.571282
136,5911,0,172540,C58,2019-01-20 01:15:37.393086
33,5299,0,167217,C57,2019-01-20 01:15:38.117688
28,6695,0,182500,C56,2019-01-20 01:15:38.729560
31,5426,0,162970,C55,2019-01-20 01:15:39.465149
84,6063,0,167548,C54,2019-01-20 01:15:40.084397
7522,0,111601,C65,55,2019-01-20 01:20:31.601723
11094,0,300162,C64,34,2019-01-20 01:20:32.134727
24703,0,584649,F14,534,2019-01-20 01:20:32.778672
7619,0,210661,C63,111,2019-01-20 01:20:33.474989
7647,0,185557,C62,59,2019-01-20 01:20:34.223769
9836,0,245273,C61,142,2019-01-20 01:20:34.883965
8967,0,229712,C60,128,2019-01-20 01:20:35.508384
18622,0,476846,F13,349,2019-01-20 01:20:36.178222
6952,0,218000,C59,401,2019-01-20 01:20:36.900921
5911,0,172540,C58,136,2019-01-20 01:20:37.587139
5299,0,167217,C57,33,2019-01-20 01:20:38.234644
6695,0,182500,C56,28,2019-01-20 01:20:38.827786
5426,0,162970,C55,31,2019-01-20 01:20:39.388630
6063,0,167548,C54,84,2019-01-20 01:20:40.004480
0,2019-01-20 01:25:32.747262,112302,7530,55,C65
0,2019-01-20 01:25:33.369422,300162,11094,34,C64
0,2019-01-20 01:25:33.999640,584721,24704,534,F14
0,2019-01-20 01:25:34.609121,210661,7619,111,C63
0,2019-01-20 01:25:35.237116,185557,7647,59,C62
0,2019-01-20 01:25:35.977447,245273,9836,142,C61
0,2019-01-20 01:25:36.587346,229712,8967,128,C60
0,2019-01-20 01:25:37.226674,476846,18622,349,F13
0,2019-01-20 01:25:37.816677,218000,6952,401,C59
0,2019-01-20 01:25:38.432388,172540,5911,136,C58
0,2019-01-20 01:25:39.058111,167217,5299,33,C57
0,2019-01-20 01:25:39.718651,182500,6695,28,C56
0,2019-01-20 01:25:40.413978,162970,5426,31,C55
0,2019-01-20 01:25:41.112933,167548,6063,84,C54
117654,7537,C65,0,56,2019-01-20 01:30:30.887556
300162,11094,C64,0,34,2019-01-20 01:30:31.555606
584721,24704,F14,0,534,2019-01-20 01:30:32.258527
210661,7619,C63,0,111,2019-01-20 01:30:32.827117
185557,7647,C62,0,59,2019-01-20 01:30:33.482846
245273,9836,C61,0,142,2019-01-20 01:30:34.276687
229712,8967,C60,0,128,2019-01-20 01:30:35.150757
476846,18622,F13,0,349,2019-01-20 01:30:35.786928
218000,6952,C59,0,401,2019-01-20 01:30:36.481408
172540,5911,C58,0,136,2019-01-20 01:30:37.115845
167217,5299,C57,0,33,2019-01-20 01:30:37.832191
182500,6695,C56,0,28,2019-01-20 01:30:38.419182
162970,5426,C55,0,31,2019-01-20 01:30:39.090892
167548,6063,C54,0,84,2019-01-20 01:30:39.797131
C65,118468,2019-01-20 01:35:34.401035,0,57,7543
C64,300162,2019-01-20 01:35:35.037455,0,34,11094
F14,584721,2019-01-20 01:35:35.736911,0,534,24704
C63,210661,2019-01-20 01:35:36.454703,0,111,7619
C62,185557,2019-01-20 01:35:37.138889,0,59,7647
C61,245273,2019-01-20 01:35:37.733474,0,142,9836
C60,229712,2019-01-20 01:35:38.428839,0,128,8967
F13,476846,2019-01-20 01:35:39.035836,0,349,18622
C59,218000,2019-01-20 01:35:39.624921,0,401,6952
C58,172540,2019-01-20 01:35:40.308603,0,136,5911
C57,167217,2019-01-20 01:35:40.911606,0,33,5299
C56,182500,2019-01-20 01:35:41.481758,0,28,6695
C55,162970,2019-01-20 01:35:42.142065,0,31,5426
C54,167548,2019-01-20 01:35:42.792135,0,84,6063
7547,2019-01-20 01:40:33.728054,118468,58,0,C65
11094,2019-01-20 01:40:34.351267,300162,34,0,C64
24704,2019-01-20 01:40:35.156186,584721,534,0,F14
7619,2019-01-20 01:40:35.838188,210661,111,0,C63
7647,2019-01-20 01:40:36.462732,185557,59,0,C62
9836,2019-01-20 01:40:37.071846,245273,142,0,C61
8967,2019-01-20 01:40:37.675501,229712,128,0,C60
18622,2019-01-20 01:40:38.372369,476846,349,0,F13
6952,2019-01-20 01:40:38.984762,218000,401,0,C59
5911,2019-01-20 01:40:39.635569,172540,136,0,C58
5299,2019-01-20 01:40:40.248820,167217,33,0,C57
6695,2019-01-20 01:40:40.900751,182500,28,0,C56
5426,2019-01-20 01:40:41.547853,162970,31,0,C55
6063,2019-01-20 01:40:42.249812,167548,84,0,C54
0,2019-01-20 01:45:33.071943,58,7558,118531,C65
0,2019-01-20 01:45:33.698710,34,11094,300162,C64
0,2019-01-20 01:45:34.278768,534,24705,585178,F14
0,2019-01-20 01:45:34.978777,111,7619,210661,C63
0,2019-01-20 01:45:35.619623,59,7647,185557,C62
0,2019-01-20 01:45:36.274642,142,9836,245273,C61
0,2019-01-20 01:45:36.922168,128,8967,229712,C60
0,2019-01-20 01:45:37.551776,349,18622,476846,F13
0,2019-01-20 01:45:38.283086,401,6952,218000,C59
0,2019-01-20 01:45:38.970045,136,5911,172540,C58
0,2019-01-20 01:45:39.641719,33,5299,167217,C57
0,2019-01-20 01:45:40.405046,28,6695,182500,C56
0,2019-01-20 01:45:41.082860,31,5426,162970,C55
0,2019-01-20 01:45:41.726972,84,6063,167548,C54
C65,58,7569,2019-01-20 01:50:31.302248,0,118967
C64,34,11094,2019-01-20 01:50:31.930144,0,300162
F14,534,24705,2019-01-20 01:50:32.626620,0,585178
C63,111,7619,2019-01-20 01:50:33.307820,0,210661
C62,59,7647,2019-01-20 01:50:34.020431,0,185557
C61,142,9836,2019-01-20 01:50:34.543266,0,245273
C60,128,8967,2019-01-20 01:50:35.141117,0,229712
F13,349,18622,2019-01-20 01:50:35.709968,0,476846
C59,401,6952,2019-01-20 01:50:36.432600,0,218000
C58,136,5911,2019-01-20 01:50:37.039048,0,172540
C57,33,5299,2019-01-20 01:50:37.699240,0,167217
C56,28,6695,2019-01-20 01:50:38.317701,0,182500
C55,31,5426,2019-01-20 01:50:38.933165,0,162970
C54,84,6063,2019-01-20 01:50:39.679559,0,167548
C65,2019-01-20 01:55:30.720629,59,7574,0,122238
C64,2019-01-20 01:55:31.409546,34,11095,0,300771
F14,2019-01-20 01:55:32.102889,534,24705,0,585178
C63,2019-01-20 01:55:32.752386,111,7619,0,210661
C62,2019-01-20 01:55:33.407325,59,7647,0,185557
C61,2019-01-20 01:55:33.992712,142,9836,0,245273
C60,2019-01-20 01:55:34.687133,128,8967,0,229712
F13,2019-01-20 01:55:35.287836,349,18622,0,476846
C59,2019-01-20 01:55:35.970033,401,6952,0,218000
C58,2019-01-20 01:55:36.617937,136,5911,0,172540
C57,2019-01-20 01:55:37.329121,33,5299,0,167217
C56,2019-01-20 01:55:37.979571,28,6695,0,182500
C55,2019-01-20 01:55:38.686273,31,5426,0,162970
C54,2019-01-20 01:55:39.277100,84,6063,0,167548
C65,123049,2019-01-20 02:00:33.895483,0,59,7582
C64,300771,2019-01-20 02:00:34.514693,0,34,11095
F14,585178,2019-01-20 02:00:35.230560,0,534,24705
C63,210661,2019-01-20 02:00:35.929859,0,111,7619
C62,185557,2019-01-20 02:00:36.673210,0,59,7647
C61,245273,2019-01-20 02:00:37.420682,0,142,9836
C60,229712,2019-01-20 02:00:38.111703,0,128,8967
F13,477241,2019-01-20 02:00:38.719344,0,349,18623
C59,218000,2019-01-20 02:00:39.476200,0,401,6952
C58,172540,2019-01-20 02:00:40.131095,0,136,5911
C57,167217,2019-01-20 02:00:40.893101,0,33,5299
C56,182500,2019-01-20 02:00:41.446422,0,28,6695
C55,162970,2019-01-20 02:00:42.052589,0,31,5426
C54,167548,2019-01-20 02:00:42.695669,0,84,6063
123051,2019-01-20 02:05:30.881865,0,C65,7589,59
300940,2019-01-20 02:05:31.483036,0,C64,11096,34
585178,2019-01-20 02:05:32.131114,0,F14,24705,534
210661,2019-01-20 02:05:32.849450,0,C63,7619,111
185557,2019-01-20 02:05:33.637449,0,C62,7647,59
245273,2019-01-20 02:05:34.374375,0,C61,9836,142
229712,2019-01-20 02:05:35.077503,0,C60,8967,128
477241,2019-01-20 02:05:35.831806,0,F13,18624,349
218000,2019-01-20 02:05:36.504152,0,C59,6952,401
172540,2019-01-20 02:05:37.240476,0,C58,5911,136
167217,2019-01-20 02:05:37.820933,0,C57,5299,33
182500,2019-01-20 02:05:38.488770,0,C56,6695,28
162970,2019-01-20 02:05:39.148581,0,C55,5426,31
167548,2019-01-20 02:05:39.789912,0,C54,6063,84
59,2019-01-20 02:10:34.950354,7594,0,123051,C65
34,2019-01-20 02:10:35.567690,11096,0,300940,C64
534,2019-01-20 02:10:36.177401,24705,0,585178,F14
111,2019-01-20 02:10:36.813352,7619,0,210661,C63
59,2019-01-20 02:10:37.430619,7647,0,185557,C62
142,2019-01-20 02:10:38.057035,9836,0,245273,C61
128,2019-01-20 02:10:38.633085,8967,0,229712,C60
349,2019-01-20 02:10:39.309172,18624,0,477241,F13
401,2019-01-20 02:10:40.031628,6952,0,218000,C59
136,2019-01-20 02:10:40.639604,5911,0,172540,C58
33,2019-01-20 02:10:41.261045,5299,0,167217,C57
28,2019-01-20 02:10:41.868333,6695,0,182500,C56
31,2019-01-20 02:10:42.461543,5426,0,162970,C55
84,2019-01-20 02:10:43.081884,6063,0,167548,C54
0,123054,C65,7602,59,2019-01-20 02:15:33.679792
0,300940,C64,11096,34,2019-01-20 02:15:34.283731
0,585581,F14,24706,534,2019-01-20 02:15:35.009396
0,210900,C63,7620,111,2019-01-20 02:15:35.617861
0,185557,C62,7647,59,2019-01-20 02:15:36.291112
0,245273,C61,9836,142,2019-01-20 02:15:36.999219
0,229712,C60,8967,128,2019-01-20 02:15:37.752550
0,477241,F13,18624,349,2019-01-20 02:15:38.392613
0,218000,C59,6952,401,2019-01-20 02:15:38.960893
0,172540,C58,5911,136,2019-01-20 02:15:39.693098
0,167217,C57,5299,33,2019-01-20 02:15:40.351259
0,182500,C56,6695,28,2019-01-20 02:15:40.985119
0,162970,C55,5426,31,2019-01-20 02:15:41.635536
0,167548,C54,6063,84,2019-01-20 02:15:42.345695
2019-01-20 02:20:32.543168,59,C65,123227,7608,0
2019-01-20 02:20:33.188662,34,C64,300940,11096,0
2019-01-20 02:20:33.849908,534,F14,585581,24706,0
2019-01-20 02:20:34.492249,111,C63,210900,7620,0
2019-01-20 02:20:35.238881,59,C62,185557,7647,0
2019-01-20 02:20:35.885618,142,C61,245273,9836,0
2019-01-20 02:20:36.482955,128,C60,229712,8967,0
2019-01-20 02:20:37.096339,349,F13,477241,18624,0
2019-01-20 02:20:37.746740,401,C59,218000,6952,0
2019-01-20 02:20:38.372775,136,C58,172540,5911,0
2019-01-20 02:20:38.998911,33,C57,167217,5299,0
2019-01-20 02:20:39.649558,28,C56,182500,6695,0
2019-01-20 02:20:40.291927,31,C55,162970,5426,0
2019-01-20 02:20:40.989433,84,C54,167548,6063,0
C65,7612,124637,2019-01-20 02:25:30.930771,0,59
C64,11096,300940,2019-01-20 02:25:31.518638,0,34
F14,24706,585581,2019-01-20 02:25:32.203464,0,534
C63,7620,210900,2019-01-20 02:25:32.825641,0,111
C62,7647,185557,2019-01-20 02:25:33.459358,0,59
C61,9837,245403,2019-01-20 02:25:34.199055,0,142
C60,8967,229712,2019-01-20 02:25:34.815926,0,128
F13,18624,477241,2019-01-20 02:25:35.442042,0,349
C59,6952,218000,2019-01-20 02:25:36.064762,0,401
C58,5911,172540,2019-01-20 02:25:36.702454,0,136
C57,5299,167217,2019-01-20 02:25:37.371156,0,33
C56,6695,182500,2019-01-20 02:25:38.110482,0,28
C55,5426,162970,2019-01-20 02:25:38.797467,0,31
C54,6063,167548,2019-01-20 02:25:39.459935,0,84
2019-01-20 02:30:31.458389,0,59,C65,7616,127800
2019-01-20 02:30:32.115348,0,34,C64,11096,300940
2019-01-20 02:30:32.875200,0,534,F14,24707,585955
2019-01-20 02:30:33.479355,0,111,C63,7621,210968
2019-01-20 02:30:34.062478,0,59,C62,7647,186244
2019-01-20 02:30:34.676426,0,142,C61,9837,245403
2019-01-20 02:30:35.266651,0,128,C60,8967,229712
2019-01-20 02:30:35.978510,0,349,F13,18624,477241
2019-01-20 02:30:36.582679,0,401,C59,6952,218000
2019-01-20 02:30:37.292583,0,136,C58,5911,172540
2019-01-20 02:30:37.874154,0,33,C57,5299,167217
2019-01-20 02:30:38.562844,0,28,C56,6695,182500
2019-01-20 02:30:39.323213,0,31,C55,5426,162970
2019-01-20 02:30:39.916618,0,84,C54,6063,167548
C65,128019,7620,2019-01-20 02:35:33.888737,0,59
C64,300940,11096,2019-01-20 02:35:34.617754,0,34
F14,585955,24707,2019-01-20 02:35:35.229222,0,534
C63,210971,7622,2019-01-20 02:35:35.832239,0,111
C62,186244,7647,2019-01-20 02:35:36.518931,0,59
C61,245403,9837,2019-01-20 02:35:37.153992,0,142
C60,229712,8967,2019-01-20 02:35:37.784136,0,128
F13,477241,18624,2019-01-20 02:35:38.395352,0,349
C59,218000,6952,2019-01-20 02:35:39.050603,0,401
C58,172540,5911,2019-01-20 02:35:39.748718,0,136
C57,167217,5299,2019-01-20 02:35:40.507309,0,33
C56,182500,6695,2019-01-20 02:35:41.141841,0,28
C55,162970,5426,2019-01-20 02:35:41.733752,0,31
C54,167548,6063,2019-01-20 02:35:42.486160,0,84
7622,C65,128019,2019-01-20 02:40:35.377547,59,0
11096,C64,300940,2019-01-20 02:40:36.085667,34,0
24708,F14,586038,2019-01-20 02:40:36.732874,534,0
7622,C63,210971,2019-01-20 02:40:37.449202,111,0
7647,C62,186244,2019-01-20 02:40:38.191311,59,0
9837,C61,245403,2019-01-20 02:40:38.779650,142,0
8967,C60,229712,2019-01-20 02:40:39.358248,128,0
18624,F13,477241,2019-01-20 02:40:40.037352,349,0
6952,C59,218000,2019-01-20 02:40:40.692346,401,0
5911,C58,172540,2019-01-20 02:40:41.437636,136,0
5299,C57,167217,2019-01-20 02:40:42.040276,33,0
6695,C56,182500,2019-01-20 02:40:42.638677,28,0
5426,C55,162970,2019-01-20 02:40:43.325523,31,0
6063,C54,167548,2019-01-20 02:40:43.984605,84,0
0,59,C65,2019-01-20 02:45:31.837641,7625,128019
0,34,C64,2019-01-20 02:45:32.422467,11096,300940
0,534,F14,2019-01-20 02:45:33.122092,24708,586038
0,111,C63,2019-01-20 02:45:33.822065,7622,210971
0,59,C62,2019-01-20 02:45:34.532114,7647,186244
0,142,C61,2019-01-20 02:45:35.229359,9837,245403
0,128,C60,2019-01-20 02:45:36.011339,8967,229712
0,349,F13,2019-01-20 02:45:36.713028,18624,477241
0,401,C59,2019-01-20 02:45:37.333478,6952,218000
0,136,C58,2019-01-20 02:45:38.095317,5911,172540
0,33,C57,2019-01-20 02:45:38.679206,5299,167217
0,28,C56,2019-01-20 02:45:39.368227,6695,182500
0,31,C55,2019-01-20 02:45:40.085341,5426,162970
0,84,C54,2019-01-20 02:45:40.717344,6063,167548
59,128153,2019-01-20 02:50:32.853070,0,7628,C65
34,300940,2019-01-20 02:50:33.550380,0,11096,C64
534,586038,2019-01-20 02:50:34.184199,0,24708,F14
111,210971,2019-01-20 02:50:34.805624,0,7622,C63
59,186244,2019-01-20 02:50:35.485706,0,7647,C62
142,245403,2019-01-20 02:50:36.260556,0,9837,C61
128,229712,2019-01-20 02:50:36.908579,0,8967,C60
349,477241,2019-01-20 02:50:37.566384,0,18624,F13
401,218000,2019-01-20 02:50:38.234449,0,6952,C59
136,172540,2019-01-20 02:50:38.915491,0,5911,C58
33,167217,2019-01-20 02:50:39.579071,0,5299,C57
28,182500,2019-01-20 02:50:40.168777,0,6695,C56
31,162970,2019-01-20 02:50:40.962699,0,5426,C55
84,167548,2019-01-20 02:50:41.630230,0,6063,C54
7633,130170,0,C65,59,2019-01-20 02:55:33.921516
11096,300940,0,C64,34,2019-01-20 02:55:34.503665
24708,586038,0,F14,534,2019-01-20 02:55:35.220792
7622,210971,0,C63,111,2019-01-20 02:55:35.982160
7647,186244,0,C62,59,2019-01-20 02:55:36.618572
9837,245403,0,C61,142,2019-01-20 02:55:37.184121
8967,229712,0,C60,128,2019-01-20 02:55:37.780427
18624,477241,0,F13,349,2019-01-20 02:55:38.549013
6952,218000,0,C59,401,2019-01-20 02:55:39.164711
5911,172540,0,C58,136,2019-01-20 02:55:39.745436
5299,167217,0,C57,33,2019-01-20 02:55:40.390845
6695,182500,0,C56,28,2019-01-20 02:55:41.100411
5426,162970,0,C55,31,2019-01-20 02:55:41.770226
6063,167548,0,C54,84,2019-01-20 02:55:42.439311
60,131803,0,2019-01-20 03:00:30.645855,7636,C65
34,300940,0,2019-01-20 03:00:31.332804,11096,C64
534,586038,0,2019-01-20 03:00:31.943747,24708,F14
111,210971,0,2019-01-20 03:00:32.568602,7622,C63
59,186244,0,2019-01-20 03:00:33.171794,7647,C62
142,245403,0,2019-01-20 03:00:33.864505,9837,C61
128,229712,0,2019-01-20 03:00:34.587562,8967,C60
349,477241,0,2019-01-20 03:00:35.210353,18624,F13
401,218000,0,2019-01-20 03:00:36.097010,6952,C59
136,172540,0,2019-01-20 03:00:36.712859,5911,C58
33,167217,0,2019-01-20 03:00:37.384941,5299,C57
28,182500,0,2019-01-20 03:00:37.968706,6695,C56
31,162970,0,2019-01-20 03:00:38.574629,5426,C55
84,167548,0,2019-01-20 03:00:39.269101,6063,C54
C65,60,0,131803,7636,2019-01-20 03:05:31.837376
C64,34,0,300940,11096,2019-01-20 03:05:32.508610
F14,534,0,586038,24708,2019-01-20 03:05:33.289782
C63,111,0,210971,7622,2019-01-20 03:05:34.014289
C62,59,0,186244,7647,2019-01-20 03:05:34.617488
C61,142,0,245403,9837,2019-01-20 03:05:35.163017
C60,128,0,229712,8967,2019-01-20 03:05:35.825189
F13,349,0,477491,18625,2019-01-20 03:05:36.467885
C59,401,0,218000,6952,2019-01-20 03:05:37.059936
C58,136,0,172540,5911,2019-01-20 03:05:37.745911
C57,33,0,167217,5299,2019-01-20 03:05:38.433833
C56,28,0,182500,6695,2019-01-20 03:05:39.053940
C55,31,0,162970,5426,2019-01-20 03:05:39.721694
C54,84,0,167548,6063,2019-01-20 03:05:40.373500
C65,131909,60,0,7639,2019-01-20 03:10:34.548609
C64,300940,34,0,11096,2019-01-20 03:10:35.121937
F14,586038,534,0,24708,2019-01-20 03:10:35.798684
C63,210971,111,0,7622,2019-01-20 03:10:36.550842
C62,186244,59,0,7647,2019-01-20 03:10:37.115281
C61,245403,142,0,9837,2019-01-20 03:10:37.807053
C60,229712,128,0,8967,2019-01-20 03:10:38.450667
F13,477491,349,0,18625,2019-01-20 03:10:39.275721
C59,218000,401,0,6952,2019-01-20 03:10:39.844988
C58,172540,136,0,5911,2019-01-20 03:10:40.443654
C57,167217,33,0,5299,2019-01-20 03:10:41.111721
C56,182500,28,0,6695,2019-01-20 03:10:41.770498
C55,162970,31,0,5426,2019-01-20 03:10:42.409779
C54,167548,84,0,6063,2019-01-20 03:10:43.043164
60,0,131909,C65,7644,2019-01-20 03:15:32.993223
34,0,301537,C64,11097,2019-01-20 03:15:33.646416
534,0,586384,F14,24710,2019-01-20 03:15:34.290640
111,0,210971,C63,7622,2019-01-20 03:15:34.861764
59,0,186244,C62,7647,2019-01-20 03:15:35.480158
142,0,245403,C61,9837,2019-01-20 03:15:36.164388
128,0,229712,C60,8967,2019-01-20 03:15:36.827175
349,0,477491,F13,18625,2019-01-20 03:15:37.527253
401,0,218000,C59,6952,2019-01-20 03:15:38.170347
136,0,172540,C58,5911,2019-01-20 03:15:38.933228
33,0,167217,C57,5299,2019-01-20 03:15:39.529282
28,0,182500,C56,6695,2019-01-20 03:15:40.231892
31,0,162970,C55,5426,2019-01-20 03:15:40.887116
84,0,167548,C54,6063,2019-01-20 03:15:41.577820
C65,7646,0,2019-01-20 03:20:34.337284,60,131944
C64,11097,0,2019-01-20 03:20:35.141023,34,301537
F14,24710,0,2019-01-20 03:20:35.848803,534,586384
C63,7622,0,2019-01-20 03:20:36.466828,111,210971
C62,7647,0,2019-01-20 03:20:37.007634,59,186244
C61,9837,0,2019-01-20 03:20:37.683498,142,245403
C60,8967,0,2019-01-20 03:20:38.318722,128,229712
F13,18625,0,2019-01-20 03:20:39.115437,349,477491
C59,6952,0,2019-01-20 03:20:39.767348,401,218000
C58,5911,0,2019-01-20 03:20:40.429747,136,172540
C57,5299,0,2019-01-20 03:20:41.024036,33,167217
C56,6695,0,2019-01-20 03:20:41.648549,28,182500
C55,5426,0,2019-01-20 03:20:42.321444,31,162970
C54,6063,0,2019-01-20 03:20:43.018156,84,167548
7649,0,2019-01-20 03:25:31.679662,60,C65,132892
11097,0,2019-01-20 03:25:32.428401,34,C64,301537
24710,0,2019-01-20 03:25:33.310541,534,F14,586384
7622,0,2019-01-20 03:25:33.991860,111,C63,210971
7647,0,2019-01-20 03:25:34.741221,59,C62,186244
9837,0,2019-01-20 03:25:35.372625,142,C61,245403
8967,0,2019-01-20 03:25:36.061589,128,C60,229712
18625,0,2019-01-20 03:25:36.660466,349,F13,477491
6952,0,2019-01-20 03:25:37.350473,401,C59,218000
5911,0,2019-01-20 03:25:38.052749,136,C58,172540
5299,0,2019-01-20 03:25:38.685850,33,C57,167217
6695,0,2019-01-20 03:25:39.405746,28,C56,182500
5426,0,2019-01-20 03:25:40.076469,31,C55,162970
6063,0,2019-01-20 03:25:40.727838,84,C54,167548
60,2019-01-20 03:30:33.176530,C65,0,133532,7650
34,2019-01-20 03:30:33.867488,C64,0,301537,11097
534,2019-01-20 03:30:34.628506,F14,0,586384,24710
111,2019-01-20 03:30:35.233975,C63,0,210971,7622
59,2019-01-20 03:30:35.893645,C62,0,186244,7647
142,2019-01-20 03:30:36.543235,C61,0,245403,9837
128,2019-01-20 03:30:37.230935,C60,0,229712,8967
349,2019-01-20 03:30:37.856950,F13,0,477491,18625
401,2019-01-20 03:30:38.449401,C59,0,218000,6952
136,2019-01-20 03:30:39.064758,C58,0,172540,5911
33,2019-01-20 03:30:39.701741,C57,0,167217,5299
28,2019-01-20 03:30:40.390208,C56,0,182500,6695
31,2019-01-20 03:30:41.034599,C55,0,162970,5426
84,2019-01-20 03:30:41.607795,C54,0,167548,6063
60,135514,0,7654,2019-01-20 03:35:32.935016,C65
34,301537,0,11097,2019-01-20 03:35:33.536093,C64
534,586384,0,24710,2019-01-20 03:35:34.228385,F14
111,211069,0,7623,2019-01-20 03:35:34.836898,C63
59,186244,0,7647,2019-01-20 03:35:35.625634,C62
142,245403,0,9837,2019-01-20 03:35:36.269583,C61
128,229712,0,8967,2019-01-20 03:35:36.848320,C60
349,477491,0,18625,2019-01-20 03:35:37.499735,F13
401,218000,0,6952,2019-01-20 03:35:38.256685,C59
136,172540,0,5911,2019-01-20 03:35:38.893779,C58
33,167217,0,5299,2019-01-20 03:35:39.499416,C57
28,182500,0,6695,2019-01-20 03:35:40.225767,C56
31,162970,0,5426,2019-01-20 03:35:40.918927,C55
84,167548,0,6063,2019-01-20 03:35:41.582690,C54
60,C65,7656,2019-01-20 03:40:31.350385,0,135514
34,C64,11097,2019-01-20 03:40:31.933424,0,301537
534,F14,24710,2019-01-20 03:40:32.599872,0,586384
111,C63,7623,2019-01-20 03:40:33.307055,0,211069
59,C62,7647,2019-01-20 03:40:34.027253,0,186244
142,C61,9837,2019-01-20 03:40:34.732907,0,245403
128,C60,8967,2019-01-20 03:40:35.411397,0,229712
349,F13,18625,2019-01-20 03:40:36.049628,0,477491
401,C59,6952,2019-01-20 03:40:36.642375,0,218000
136,C58,5911,2019-01-20 03:40:37.292467,0,172540
